latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
-10.22081,-68.60698,342.18,0.46,0.47,2026-09-17,1754,N,VIIRS,n,2.0NRT,288.19,6.41,D
-10.17118,-69.35016,332.48,0.52,0.5,2026-09-17,1754,N,VIIRS,n,2.0NRT,292.47,9.15,D
-10.16427,-69.05764,354.5,0.5,0.49,2026-09-17,1754,N,VIIRS,n,2.0NRT,293.74,11.88,D
-10.13928,-69.25318,339.57,0.51,0.49,2026-09-17,1754,N,VIIRS,n,2.0NRT,292.77,8.81,D
-10.09287,-69.25475,341.48,0.51,0.49,2026-09-17,1754,N,VIIRS,n,2.0NRT,293.17,10.62,D
-10.04303,-68.84526,342.07,0.48,0.48,2026-09-17,1754,N,VIIRS,n,2.0NRT,293.34,15.41,D
-10.03858,-68.84584,343.91,0.48,0.48,2026-09-17,1754,N,VIIRS,n,2.0NRT,292.84,15.41,D
-10.0359,-68.85968,341.27,0.48,0.48,2026-09-17,1754,N,VIIRS,n,2.0NRT,291.18,5.97,D
-9.96491,-68.82767,345.88,0.48,0.48,2026-09-17,1754,N,VIIRS,n,2.0NRT,291.09,17.39,D
-9.8808,-68.99454,328.21,0.49,0.48,2026-09-17,1754,N,VIIRS,n,2.0NRT,290.04,3.77,D
-9.53629,-68.76331,331.11,0.46,0.47,2026-09-17,1754,N,VIIRS,n,2.0NRT,287.82,2.67,D
-9.40373,-68.6425,340.85,0.45,0.47,2026-09-17,1754,N,VIIRS,n,2.0NRT,288.34,6.9,D
-9.40315,-68.63834,335.55,0.45,0.47,2026-09-17,1754,N,VIIRS,n,2.0NRT,287.77,7.31,D
-9.36525,-68.78485,334.83,0.46,0.47,2026-09-17,1754,N,VIIRS,n,2.0NRT,288.85,3.63,D
-9.36485,-68.78407,334.43,0.46,0.47,2026-09-17,1754,N,VIIRS,n,2.0NRT,288.65,5.2,D
-9.31284,-68.79562,355.61,0.46,0.47,2026-09-17,1754,N,VIIRS,n,2.0NRT,290.95,31.64,D
-9.15098,-70.21596,338.51,0.57,0.52,2026-09-17,1754,N,VIIRS,n,2.0NRT,291.54,8.72,D
-9.12455,-70.75184,334.64,0.62,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,289.36,8.54,D
-9.02898,-70.67996,339.33,0.61,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,290.1,7.42,D
-8.99895,-69.49554,335.6,0.51,0.49,2026-09-17,1754,N,VIIRS,n,2.0NRT,285.91,7.64,D
-8.9963,-69.51019,339.08,0.51,0.49,2026-09-17,1754,N,VIIRS,n,2.0NRT,285.67,5.25,D
-8.995,-69.50079,348.14,0.51,0.49,2026-09-17,1754,N,VIIRS,n,2.0NRT,287.07,23.74,D
-8.99436,-69.49613,331.05,0.51,0.49,2026-09-17,1754,N,VIIRS,n,2.0NRT,285.94,7.64,D
-8.97849,-71.58147,343.96,0.35,0.57,2026-09-17,1754,N,VIIRS,n,2.0NRT,288.16,2.95,D
-8.97803,-69.27795,329.51,0.49,0.49,2026-09-17,1754,N,VIIRS,n,2.0NRT,285.99,6.08,D
-8.97741,-69.27342,340.7,0.49,0.49,2026-09-17,1754,N,VIIRS,n,2.0NRT,287.09,6.77,D
-8.97731,-71.58378,332.98,0.35,0.57,2026-09-17,1754,N,VIIRS,n,2.0NRT,288.28,2.28,D
-8.9769,-71.58058,326.32,0.35,0.57,2026-09-17,1754,N,VIIRS,n,2.0NRT,288.05,2.28,D
-8.97289,-69.274,336.55,0.49,0.49,2026-09-17,1754,N,VIIRS,n,2.0NRT,284.98,6.77,D
-8.86866,-71.35578,331.71,0.34,0.56,2026-09-17,1754,N,VIIRS,n,2.0NRT,288.96,12.84,D
-8.86666,-70.83289,325.72,0.63,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,285.69,5.33,D
-8.86588,-70.82712,329.27,0.62,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,285.15,5.33,D
-8.86509,-70.82134,336.07,0.62,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,286.7,37.46,D
-8.8643,-70.81557,354.59,0.62,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,290.29,37.46,D
-8.864,-68.84464,326.68,0.46,0.47,2026-09-17,1754,N,VIIRS,n,2.0NRT,281.18,3.47,D
-8.86385,-71.3595,343.14,0.34,0.56,2026-09-17,1754,N,VIIRS,n,2.0NRT,288.75,12.84,D
-8.86345,-71.35636,367,0.34,0.56,2026-09-17,1754,N,VIIRS,h,2.0NRT,293.04,12.84,D
-8.85929,-70.81617,344.44,0.62,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,295.93,91.82,D
-8.85851,-70.81039,342.73,0.62,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,286.48,78.93,D
-8.85502,-68.71441,329.83,0.45,0.47,2026-09-17,1754,N,VIIRS,n,2.0NRT,276.3,5.09,D
-8.85376,-71.24127,334.33,0.33,0.56,2026-09-17,1754,N,VIIRS,n,2.0NRT,290.42,2.38,D
-8.85231,-68.63097,332.9,0.45,0.47,2026-09-17,1754,N,VIIRS,n,2.0NRT,277.4,5.35,D
-8.84485,-68.7369,336.59,0.45,0.47,2026-09-17,1754,N,VIIRS,n,2.0NRT,276.51,4.92,D
-8.84429,-68.73274,334.42,0.45,0.47,2026-09-17,1754,N,VIIRS,n,2.0NRT,276.73,4.92,D
-8.84046,-68.83518,330.09,0.46,0.47,2026-09-17,1754,N,VIIRS,n,2.0NRT,280.76,7.25,D
-8.83992,-69.45348,339.02,0.5,0.49,2026-09-17,1754,N,VIIRS,n,2.0NRT,279.37,4.97,D
-8.83123,-71.06849,326.13,0.32,0.55,2026-09-17,1754,N,VIIRS,n,2.0NRT,290.88,3.35,D
-8.83077,-71.22562,325.66,0.33,0.55,2026-09-17,1754,N,VIIRS,n,2.0NRT,290.43,2.29,D
-8.82867,-71.2261,348.18,0.33,0.55,2026-09-17,1754,N,VIIRS,n,2.0NRT,290.86,4.76,D
-8.82757,-71.24142,325.58,0.33,0.56,2026-09-17,1754,N,VIIRS,n,2.0NRT,290.33,1.34,D
-8.82563,-71.2263,336.24,0.33,0.55,2026-09-17,1754,N,VIIRS,n,2.0NRT,290.25,2.29,D
-8.82557,-71.24187,326.45,0.33,0.55,2026-09-17,1754,N,VIIRS,n,2.0NRT,290.8,1.77,D
-8.80154,-71.02757,335.19,0.32,0.55,2026-09-17,1754,N,VIIRS,n,2.0NRT,291.4,3.43,D
-8.8004,-71.03028,340.43,0.32,0.55,2026-09-17,1754,N,VIIRS,n,2.0NRT,291.36,4.12,D
-8.80001,-71.0273,341.03,0.32,0.55,2026-09-17,1754,N,VIIRS,n,2.0NRT,291.57,6.3,D
-8.79648,-71.02831,329.59,0.32,0.55,2026-09-17,1754,N,VIIRS,n,2.0NRT,291.39,3.43,D
-8.79348,-71.91084,355.36,0.37,0.58,2026-09-17,1754,N,VIIRS,n,2.0NRT,288.16,4.53,D
-8.78613,-71.30016,342.38,0.34,0.56,2026-09-17,1754,N,VIIRS,n,2.0NRT,288.83,4.34,D
-8.77036,-68.90884,328,0.46,0.47,2026-09-17,1754,N,VIIRS,n,2.0NRT,289.75,39.29,D
-8.76978,-68.90461,342.18,0.46,0.47,2026-09-17,1754,N,VIIRS,n,2.0NRT,286.08,39.29,D
-8.75043,-69.65505,342.34,0.52,0.5,2026-09-17,1754,N,VIIRS,n,2.0NRT,276.13,17.87,D
-8.74282,-70.5861,336.17,0.6,0.53,2026-09-17,1754,N,VIIRS,n,2.0NRT,289.2,5.75,D
-8.74105,-70.58724,333.11,0.6,0.53,2026-09-17,1754,N,VIIRS,n,2.0NRT,288.25,4.19,D
-8.73804,-70.93862,354.34,0.63,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,287.64,84.82,D
-8.68966,-69.61346,340.14,0.51,0.5,2026-09-17,1754,N,VIIRS,n,2.0NRT,271.48,12.69,D
-8.687,-71.55517,338.54,0.35,0.57,2026-09-17,1754,N,VIIRS,n,2.0NRT,290.34,4.23,D
-8.68658,-71.55196,329.85,0.35,0.57,2026-09-17,1754,N,VIIRS,n,2.0NRT,289.31,5.06,D
-8.67408,-70.17371,337.97,0.56,0.52,2026-09-17,1754,N,VIIRS,n,2.0NRT,286.51,5.33,D
-8.67337,-70.16858,333.36,0.56,0.51,2026-09-17,1754,N,VIIRS,n,2.0NRT,286.46,9.03,D
-8.66182,-71.60563,367,0.35,0.57,2026-09-17,1754,N,VIIRS,h,2.0NRT,291.18,12.26,D
-8.66168,-71.6078,339.83,0.35,0.57,2026-09-17,1754,N,VIIRS,n,2.0NRT,288.29,9.69,D
-8.66127,-71.60457,367,0.35,0.57,2026-09-17,1754,N,VIIRS,h,2.0NRT,292.27,9.69,D
-8.65652,-71.60612,356.87,0.35,0.57,2026-09-17,1754,N,VIIRS,l,2.0NRT,289.73,18.36,D
-8.65609,-71.60291,326.34,0.35,0.57,2026-09-17,1754,N,VIIRS,n,2.0NRT,289.72,13.43,D
-8.65538,-70.10853,343.87,0.55,0.51,2026-09-17,1754,N,VIIRS,n,2.0NRT,289.31,8.94,D
-8.65516,-71.63573,357.24,0.35,0.57,2026-09-17,1754,N,VIIRS,l,2.0NRT,289.05,9.88,D
-8.65472,-71.63249,346.23,0.35,0.57,2026-09-17,1754,N,VIIRS,n,2.0NRT,288.01,9.88,D
-8.65209,-70.67243,355.21,0.61,0.53,2026-09-17,1754,N,VIIRS,n,2.0NRT,281.69,26.89,D
-8.65168,-70.67493,337.81,0.61,0.53,2026-09-17,1754,N,VIIRS,n,2.0NRT,281.75,17.52,D
-8.65091,-70.66938,340.02,0.6,0.53,2026-09-17,1754,N,VIIRS,n,2.0NRT,281.53,19.43,D
-8.62897,-70.45808,336.64,0.59,0.53,2026-09-17,1754,N,VIIRS,n,2.0NRT,287.91,7.33,D
-8.62697,-70.46095,332.99,0.59,0.52,2026-09-17,1754,N,VIIRS,n,2.0NRT,287.64,6.67,D
-8.62001,-69.6825,333.82,0.52,0.5,2026-09-17,1754,N,VIIRS,n,2.0NRT,280.48,3.54,D
-8.61969,-69.68557,332.84,0.52,0.5,2026-09-17,1754,N,VIIRS,n,2.0NRT,280.81,8.48,D
-8.61653,-70.5148,340.94,0.59,0.53,2026-09-17,1754,N,VIIRS,n,2.0NRT,291.08,6.01,D
-8.61418,-70.51206,339.68,0.59,0.53,2026-09-17,1754,N,VIIRS,n,2.0NRT,290.41,11.78,D
-8.6055,-70.30692,352.27,0.57,0.52,2026-09-17,1754,N,VIIRS,n,2.0NRT,285.02,31.52,D
-8.60517,-70.51891,337.45,0.59,0.53,2026-09-17,1754,N,VIIRS,n,2.0NRT,292.35,43.74,D
-8.60451,-70.30968,325.27,0.57,0.52,2026-09-17,1754,N,VIIRS,n,2.0NRT,282.7,13.16,D
-8.60383,-70.30449,345.67,0.57,0.52,2026-09-17,1754,N,VIIRS,n,2.0NRT,284.05,27.97,D
-8.59697,-70.03394,337.05,0.55,0.51,2026-09-17,1754,N,VIIRS,n,2.0NRT,285.26,4.59,D
-8.59633,-69.81812,330.31,0.53,0.5,2026-09-17,1754,N,VIIRS,n,2.0NRT,283.65,3.85,D
-8.57084,-69.94639,346.85,0.54,0.51,2026-09-17,1754,N,VIIRS,n,2.0NRT,279.65,55.11,D
-8.56904,-70.8891,327.78,0.62,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,289.15,5.2,D
-8.56872,-70.88727,328.54,0.63,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,288.14,4.93,D
-8.534,-70.89396,326.98,0.62,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,289.54,8.02,D
-8.53321,-70.88817,329.05,0.62,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,289.95,9.31,D
-8.53284,-70.92315,336.45,0.63,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,284.94,10.84,D
-8.53206,-70.91737,338.99,0.63,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,290.02,10.84,D
-8.51933,-70.86074,340.13,0.62,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,291.88,9.05,D
-8.517,-70.84347,341.95,0.62,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,296.16,74.11,D
-8.51623,-70.83773,341.53,0.62,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,292.08,74.11,D
-8.51201,-70.84414,345.63,0.62,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,290.96,17.36,D
-8.50512,-70.86865,338.06,0.62,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,290.62,20.45,D
-8.50013,-70.86935,353.59,0.62,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,290.65,20.45,D
-8.49055,-70.83554,330.56,0.62,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,290.93,4.99,D
-8.47694,-71.18213,331.56,0.33,0.55,2026-09-17,1754,N,VIIRS,n,2.0NRT,287.11,2.4,D
-8.4741,-70.59971,337.94,0.6,0.53,2026-09-17,1754,N,VIIRS,n,2.0NRT,283.21,6.61,D
-8.46992,-70.60575,327.78,0.6,0.53,2026-09-17,1754,N,VIIRS,n,2.0NRT,284.46,13.77,D
-8.46919,-70.60032,342.85,0.6,0.53,2026-09-17,1754,N,VIIRS,n,2.0NRT,285.58,33.25,D
-8.46463,-70.79283,343.25,0.61,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,290.57,36.83,D
-8.46397,-70.78959,341.03,0.61,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,291.92,12.56,D
-8.45979,-70.79585,337.65,0.61,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,287.01,19.1,D
-8.45966,-70.79352,345.24,0.61,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,291.43,36.83,D
-8.45901,-70.79028,343.41,0.61,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,290.6,67.34,D
-8.45892,-70.78793,326.52,0.61,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,289.89,36.83,D
-8.45797,-70.33488,336.82,0.57,0.52,2026-09-17,1754,N,VIIRS,n,2.0NRT,291.32,4.94,D
-8.45573,-71.17895,355.39,0.33,0.55,2026-09-17,1754,N,VIIRS,n,2.0NRT,289.04,6.25,D
-8.45533,-71.17593,340.62,0.33,0.55,2026-09-17,1754,N,VIIRS,n,2.0NRT,288.59,6.9,D
-8.45488,-71.40903,344.16,0.34,0.56,2026-09-17,1754,N,VIIRS,n,2.0NRT,288.62,6.57,D
-8.45448,-71.40598,331.91,0.34,0.56,2026-09-17,1754,N,VIIRS,n,2.0NRT,287.65,6.79,D
-8.44693,-70.32574,327.26,0.57,0.52,2026-09-17,1754,N,VIIRS,n,2.0NRT,290.93,6.78,D
-8.42518,-71.26267,337.25,0.33,0.55,2026-09-17,1754,N,VIIRS,n,2.0NRT,285.16,2.25,D
-8.40056,-70.09158,342.27,0.55,0.51,2026-09-17,1754,N,VIIRS,n,2.0NRT,287.83,9.43,D
-8.39583,-70.09225,345.57,0.55,0.51,2026-09-17,1754,N,VIIRS,n,2.0NRT,289.77,9.43,D
-8.36613,-70.81422,331,0.61,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,290.27,5.2,D
-8.36551,-70.81626,325.97,0.61,0.54,2026-09-17,1754,N,VIIRS,n,2.0NRT,289.11,3.36,D
-8.23439,-71.11992,334.89,0.32,0.55,2026-09-17,1754,N,VIIRS,n,2.0NRT,280.67,2.18,D
-8.16261,-70.66405,341.38,0.6,0.53,2026-09-17,1754,N,VIIRS,n,2.0NRT,291.63,18.97,D
-8.15841,-69.85048,328.48,0.52,0.5,2026-09-17,1754,N,VIIRS,n,2.0NRT,282.59,2.65,D
-8.12151,-71.38715,344.54,0.33,0.56,2026-09-17,1754,N,VIIRS,n,2.0NRT,281.88,8.76,D
-8.12111,-71.38418,356.8,0.33,0.55,2026-09-17,1754,N,VIIRS,l,2.0NRT,283.25,14.7,D
-8.10493,-70.13387,333.17,0.55,0.51,2026-09-17,1754,N,VIIRS,n,2.0NRT,278.03,3.38,D
-8.10219,-70.11399,351.29,0.55,0.51,2026-09-17,1754,N,VIIRS,n,2.0NRT,282.7,20.27,D
-8.1015,-70.10902,340.91,0.54,0.51,2026-09-17,1754,N,VIIRS,n,2.0NRT,280.93,13.26,D
-8.09336,-71.29213,325.56,0.33,0.55,2026-09-17,1754,N,VIIRS,n,2.0NRT,286.14,1.7,D
-8.08438,-70.33938,326.49,0.56,0.52,2026-09-17,1754,N,VIIRS,n,2.0NRT,283.1,3.52,D
-8.08411,-70.33677,325.99,0.56,0.52,2026-09-17,1754,N,VIIRS,n,2.0NRT,281.66,2.75,D
-8.07291,-70.82978,338.11,0.61,0.53,2026-09-17,1754,N,VIIRS,n,2.0NRT,289.61,7.08,D
-8.05381,-70.83781,329.89,0.61,0.53,2026-09-17,1754,N,VIIRS,n,2.0NRT,288.09,6.2,D
-8.05307,-70.83227,340.03,0.61,0.53,2026-09-17,1754,N,VIIRS,n,2.0NRT,289.65,9.29,D
-8.03626,-71.15665,352.01,0.32,0.55,2026-09-17,1754,N,VIIRS,n,2.0NRT,289.16,14.63,D
-8.03586,-71.15372,356.74,0.32,0.55,2026-09-17,1754,N,VIIRS,l,2.0NRT,289.33,18.22,D
-8.03106,-70.66764,353.8,0.59,0.53,2026-09-17,1754,N,VIIRS,n,2.0NRT,291.45,15.21,D
-8.02617,-70.6683,353.48,0.59,0.53,2026-09-17,1754,N,VIIRS,n,2.0NRT,289.95,15.21,D
-8.01967,-71.22499,326.38,0.32,0.55,2026-09-17,1754,N,VIIRS,n,2.0NRT,285.95,1.35,D
-7.99602,-70.60891,325.94,0.59,0.53,2026-09-17,1754,N,VIIRS,n,2.0NRT,290.53,20.88,D
-7.99527,-70.60352,341.66,0.59,0.53,2026-09-17,1754,N,VIIRS,n,2.0NRT,291.12,28.22,D
-7.9931,-70.60654,346.82,0.59,0.53,2026-09-17,1754,N,VIIRS,n,2.0NRT,293.92,71.87,D
-7.99039,-70.60409,341.78,0.59,0.53,2026-09-17,1754,N,VIIRS,n,2.0NRT,289.49,28.22,D
-7.98269,-70.23589,341.74,0.55,0.51,2026-09-17,1754,N,VIIRS,n,2.0NRT,279.08,10.68,D
-7.97794,-70.23655,344.83,0.55,0.51,2026-09-17,1754,N,VIIRS,n,2.0NRT,277.26,10.68,D
-7.95555,-70.60329,352.13,0.59,0.53,2026-09-17,1754,N,VIIRS,n,2.0NRT,289.64,11.88,D
-7.8861,-70.09914,330.25,0.54,0.51,2026-09-17,1754,N,VIIRS,n,2.0NRT,283.59,4.9,D
-7.86377,-69.9379,355.86,0.53,0.5,2026-09-17,1754,N,VIIRS,n,2.0NRT,284.31,31.9,D
-7.82122,-70.00806,354.1,0.53,0.5,2026-09-17,1754,N,VIIRS,n,2.0NRT,284.74,11.39,D
-7.81879,-70.011,335.95,0.53,0.5,2026-09-17,1754,N,VIIRS,n,2.0NRT,285.59,12.58,D
-7.8181,-70.00612,357.34,0.53,0.5,2026-09-17,1754,N,VIIRS,l,2.0NRT,286.72,12.58,D
-7.81656,-70.00871,338.59,0.53,0.5,2026-09-17,1754,N,VIIRS,n,2.0NRT,285.59,6.95,D
-7.8159,-70.00384,340.65,0.53,0.5,2026-09-17,1754,N,VIIRS,n,2.0NRT,285.53,7.78,D
-7.58117,-70.01376,325.69,0.53,0.5,2026-09-17,1754,N,VIIRS,n,2.0NRT,276.54,6.57,D
-7.57652,-70.01437,346.72,0.53,0.5,2026-09-17,1754,N,VIIRS,n,2.0NRT,274.65,6.57,D
-7.54124,-69.93117,341.74,0.52,0.5,2026-09-17,1754,N,VIIRS,n,2.0NRT,282.32,45.3,D
-7.54058,-69.92641,349.71,0.52,0.5,2026-09-17,1754,N,VIIRS,n,2.0NRT,290.35,59.08,D
-7.53663,-69.93185,350.29,0.52,0.5,2026-09-17,1754,N,VIIRS,n,2.0NRT,279.39,45.3,D
-7.53597,-69.92709,343.93,0.52,0.5,2026-09-17,1754,N,VIIRS,n,2.0NRT,282.71,59.08,D
-7.42694,-73.25306,337.09,0.44,0.62,2026-09-17,1754,N,VIIRS,n,2.0NRT,285.27,7.87,D
-7.42641,-73.24902,357.42,0.44,0.62,2026-09-17,1754,N,VIIRS,l,2.0NRT,286.66,7.87,D
-7.42117,-73.25393,337.34,0.44,0.62,2026-09-17,1754,N,VIIRS,n,2.0NRT,284.56,7.87,D
-7.42064,-73.24989,356.67,0.44,0.62,2026-09-17,1754,N,VIIRS,l,2.0NRT,285.82,7.87,D
-7.39167,-73.29871,331.7,0.44,0.62,2026-09-17,1754,N,VIIRS,n,2.0NRT,287.36,6.1,D
-7.39133,-73.29856,337.94,0.44,0.62,2026-09-17,1754,N,VIIRS,n,2.0NRT,287.36,5.52,D
-6.93027,-69.78878,325.27,0.5,0.49,2026-09-17,1754,N,VIIRS,n,2.0NRT,286.1,3.16,D
-6.92889,-69.78768,326.97,0.5,0.49,2026-09-17,1754,N,VIIRS,n,2.0NRT,286.48,3.92,D
-0.56902,-69.66332,340.03,0.4,0.44,2026-09-17,1756,N,VIIRS,n,2.0NRT,292.53,5.3,D
-0.56582,-69.66352,339.36,0.4,0.44,2026-09-17,1756,N,VIIRS,n,2.0NRT,291.64,4.6,D
-0.3013,-78.41315,327.53,0.77,0.77,2026-09-17,1756,N,VIIRS,n,2.0NRT,292.17,4.59,D
-0.07428,-78.49526,337.66,0.78,0.78,2026-09-17,1756,N,VIIRS,n,2.0NRT,288.93,18.53,D
-0.07332,-78.48925,367,0.78,0.78,2026-09-17,1756,N,VIIRS,h,2.0NRT,292.17,19.28,D
-0.07241,-78.48353,332.16,0.77,0.78,2026-09-17,1756,N,VIIRS,n,2.0NRT,288.98,19.28,D
-0.06762,-78.49966,327.57,0.78,0.78,2026-09-17,1756,N,VIIRS,n,2.0NRT,285.63,29.42,D
-0.06664,-78.49353,367,0.78,0.78,2026-09-17,1756,N,VIIRS,h,2.0NRT,292.48,29.42,D
-0.06566,-78.48731,352.74,0.78,0.78,2026-09-17,1756,N,VIIRS,n,2.0NRT,305.72,86.09,D
-0.06479,-78.48188,367,0.77,0.78,2026-09-17,1756,N,VIIRS,h,2.0NRT,297.42,86.09,D
-0.06396,-78.47664,356.93,0.77,0.78,2026-09-17,1756,N,VIIRS,n,2.0NRT,289.19,62.16,D
-0.05891,-78.49115,367,0.78,0.78,2026-09-17,1756,N,VIIRS,h,2.0NRT,290.36,29.42,D
-0.05792,-78.48488,335.82,0.78,0.78,2026-09-17,1756,N,VIIRS,n,2.0NRT,282.75,86.09,D
-13.67641,-76.02082,345.95,0.46,0.63,2026-09-17,1932,N,VIIRS,n,2.0NRT,298.56,4.51,D
-13.67405,-76.02039,339.59,0.46,0.63,2026-09-17,1932,N,VIIRS,n,2.0NRT,298.32,4.82,D
-13.66725,-76.00555,330.37,0.46,0.63,2026-09-17,1932,N,VIIRS,n,2.0NRT,297.62,1.5,D
-13.06884,-76.24135,336.64,0.45,0.63,2026-09-17,1934,N,VIIRS,n,2.0NRT,302.45,3.34,D
-10.2658,-76.57309,331.09,0.49,0.65,2026-09-17,1934,N,VIIRS,n,2.0NRT,288.38,4.72,D
-9.83521,-76.76926,337.59,0.49,0.65,2026-09-17,1934,N,VIIRS,n,2.0NRT,301.77,13.68,D
-9.83451,-76.76558,367,0.49,0.65,2026-09-17,1934,N,VIIRS,h,2.0NRT,305.38,25.64,D
-9.57831,-76.83928,339.91,0.49,0.65,2026-09-17,1934,N,VIIRS,n,2.0NRT,302.93,7.08,D
-9.55764,-77.4469,335.74,0.44,0.63,2026-09-17,1934,N,VIIRS,n,2.0NRT,302.32,6.77,D
-9.55754,-77.44899,350.12,0.44,0.63,2026-09-17,1934,N,VIIRS,n,2.0NRT,305.33,9.41,D
-9.45793,-78.23067,331.86,0.39,0.59,2026-09-17,1934,N,VIIRS,n,2.0NRT,297.3,0.65,D
-9.12888,-77.70766,367,0.43,0.62,2026-09-17,1934,N,VIIRS,h,2.0NRT,301.53,10.11,D
-9.0696,-78.55215,333.7,0.38,0.59,2026-09-17,1934,N,VIIRS,n,2.0NRT,296.47,2.05,D
-8.94836,-78.08083,354.13,0.41,0.61,2026-09-17,1934,N,VIIRS,n,2.0NRT,303.94,7,D
-8.94781,-78.07789,340.48,0.41,0.61,2026-09-17,1934,N,VIIRS,n,2.0NRT,301.9,7,D
-8.89283,-77.81567,345.03,0.43,0.62,2026-09-17,1934,N,VIIRS,n,2.0NRT,309.75,5.37,D
-8.89165,-77.81631,349.81,0.43,0.62,2026-09-17,1934,N,VIIRS,n,2.0NRT,309.72,5.54,D
-8.5241,-78.7937,333.94,0.37,0.58,2026-09-17,1934,N,VIIRS,n,2.0NRT,296.18,1.91,D
-8.52068,-78.79305,334.94,0.37,0.58,2026-09-17,1934,N,VIIRS,n,2.0NRT,294.36,2.29,D
-8.30274,-74.6712,340.98,0.7,0.75,2026-09-17,1934,N,VIIRS,n,2.0NRT,284.68,7.03,D
-8.30025,-74.66817,353.13,0.7,0.75,2026-09-17,1934,N,VIIRS,n,2.0NRT,285,20.9,D
-8.29579,-74.67248,350.45,0.7,0.75,2026-09-17,1934,N,VIIRS,n,2.0NRT,284.08,8.96,D
-8.22947,-76.59833,338.19,0.53,0.67,2026-09-17,1934,N,VIIRS,n,2.0NRT,291.86,4.1,D
-8.12089,-78.15775,334.12,0.42,0.61,2026-09-17,1934,N,VIIRS,l,2.0NRT,305.86,5.44,D
-8.11592,-78.1624,331.22,0.42,0.61,2026-09-17,1934,N,VIIRS,l,2.0NRT,304.68,5.44,D
-8.11527,-78.15883,345.11,0.42,0.61,2026-09-17,1934,N,VIIRS,n,2.0NRT,305.52,5.44,D
-7.60735,-78.41242,367,0.41,0.61,2026-09-17,1934,N,VIIRS,h,2.0NRT,292.27,7.55,D
-7.60652,-78.40791,335.84,0.41,0.61,2026-09-17,1934,N,VIIRS,n,2.0NRT,293.18,7.55,D
-7.59813,-78.41369,330.64,0.41,0.61,2026-09-17,1934,N,VIIRS,n,2.0NRT,290.57,2.19,D
-7.46847,-77.88348,367,0.45,0.63,2026-09-17,1934,N,VIIRS,h,2.0NRT,297.4,15.95,D
-7.05481,-79.6687,367,0.34,0.56,2026-09-17,1934,N,VIIRS,h,2.0NRT,293.29,4.82,D
-7.05468,-79.66773,348.65,0.34,0.56,2026-09-17,1934,N,VIIRS,n,2.0NRT,292.89,4.91,D
-7.01922,-78.49654,347.34,0.42,0.61,2026-09-17,1934,N,VIIRS,n,2.0NRT,294.06,10.18,D
-6.81976,-79.61288,335.73,0.35,0.57,2026-09-17,1934,N,VIIRS,n,2.0NRT,293.2,1.63,D
-6.59559,-79.38515,339.63,0.37,0.58,2026-09-17,1934,N,VIIRS,n,2.0NRT,293.44,2.76,D
-6.59315,-79.38597,348.78,0.37,0.58,2026-09-17,1934,N,VIIRS,n,2.0NRT,293.22,3.75,D
-6.49701,-78.80256,367,0.4,0.6,2026-09-17,1934,N,VIIRS,h,2.0NRT,299.59,12.49,D
-6.49322,-78.80344,343.48,0.4,0.6,2026-09-17,1934,N,VIIRS,n,2.0NRT,295.08,6.67,D
-5.01168,-80.56761,337.27,0.32,0.55,2026-09-17,1936,N,VIIRS,n,2.0NRT,296.89,2.82,D
-4.99465,-80.2791,337.62,0.34,0.56,2026-09-17,1936,N,VIIRS,n,2.0NRT,296.63,3.05,D
-4.09936,-80.22092,330.87,0.35,0.57,2026-09-17,1936,N,VIIRS,n,2.0NRT,295.5,1.53,D
-4.09109,-80.3635,334.39,0.35,0.56,2026-09-17,1936,N,VIIRS,n,2.0NRT,295.35,2.86,D
