latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
-3.80264,-79.99328,341.93,0.37,0.58,2026-09-17,1936,N,VIIRS,n,2.0NRT,292.64,4.46,D
-3.45306,-79.17705,329.84,0.43,0.62,2026-09-17,1936,N,VIIRS,n,2.0NRT,276.37,6.7,D
-2.30048,-80.89029,345.08,0.34,0.56,2026-09-17,1936,N,VIIRS,n,2.0NRT,290.63,3.9,D
-2.28954,-80.58591,334.51,0.36,0.57,2026-09-17,1936,N,VIIRS,n,2.0NRT,293.59,3.89,D
-2.28788,-80.58698,334.51,0.36,0.57,2026-09-17,1936,N,VIIRS,n,2.0NRT,293.91,2.9,D
-2.23035,-79.72316,336.2,0.41,0.61,2026-09-17,1936,N,VIIRS,n,2.0NRT,276.37,4.13,D
-1.92828,-79.94344,333.52,0.4,0.6,2026-09-17,1936,N,VIIRS,n,2.0NRT,285.35,5.41,D
-1.89624,-80.37741,338.03,0.38,0.58,2026-09-17,1936,N,VIIRS,n,2.0NRT,294.59,7.26,D
-1.89567,-80.37383,367,0.38,0.58,2026-09-17,1936,N,VIIRS,h,2.0NRT,294.67,11.44,D
-1.805,-80.32907,337.59,0.38,0.59,2026-09-17,1936,N,VIIRS,n,2.0NRT,293.28,4.65,D
-1.8038,-80.32841,335.86,0.38,0.59,2026-09-17,1936,N,VIIRS,n,2.0NRT,292.89,6.13,D
-1.79958,-80.33,339.07,0.38,0.59,2026-09-17,1936,N,VIIRS,n,2.0NRT,291.69,4.65,D
-1.79838,-80.32935,340.86,0.38,0.59,2026-09-17,1936,N,VIIRS,n,2.0NRT,292.01,3.8,D
-1.74858,-79.38177,330.62,0.44,0.62,2026-09-17,1936,N,VIIRS,n,2.0NRT,288.31,3.72,D
-1.74442,-80.44201,340.06,0.37,0.58,2026-09-17,1936,N,VIIRS,n,2.0NRT,293.76,8.18,D
-1.47801,-79.54568,333.62,0.43,0.62,2026-09-17,1936,N,VIIRS,n,2.0NRT,283.98,4.72,D
-1.25126,-80.77155,355.1,0.36,0.57,2026-09-17,1936,N,VIIRS,n,2.0NRT,292.18,8.96,D
-0.28218,-80.37966,334.78,0.4,0.6,2026-09-17,1936,N,VIIRS,n,2.0NRT,290.06,3.2,D
-0.26867,-80.3298,336.14,0.4,0.6,2026-09-17,1936,N,VIIRS,n,2.0NRT,290.02,3.38,D
-0.26689,-80.3185,333.03,0.4,0.6,2026-09-17,1936,N,VIIRS,n,2.0NRT,290.03,3.11,D
-0.26308,-80.33052,333.8,0.4,0.6,2026-09-17,1936,N,VIIRS,n,2.0NRT,288.88,3.38,D
-0.24474,-76.65614,328.5,0.71,0.75,2026-09-17,1936,N,VIIRS,n,2.0NRT,287.64,4.92,D
-0.10911,-78.2963,330.63,0.56,0.69,2026-09-17,1936,N,VIIRS,n,2.0NRT,293.85,11.66,D
-0.10839,-78.29188,367,0.56,0.69,2026-09-17,1936,N,VIIRS,h,2.0NRT,295.12,11.66,D
-0.10656,-78.29495,367,0.56,0.69,2026-09-17,1936,N,VIIRS,h,2.0NRT,297.04,12.6,D
-0.10588,-78.29053,342.33,0.56,0.69,2026-09-17,1936,N,VIIRS,n,2.0NRT,293.3,12.6,D
-0.07201,-78.4872,346.16,0.54,0.68,2026-09-17,1936,N,VIIRS,n,2.0NRT,297.63,17.25,D
-0.071,-78.48082,367,0.54,0.68,2026-09-17,1936,N,VIIRS,h,2.0NRT,302.12,17.25,D
-0.06706,-78.4965,367,0.54,0.68,2026-09-17,1936,N,VIIRS,h,2.0NRT,296.06,32.13,D
-0.06619,-78.49101,344.67,0.54,0.68,2026-09-17,1936,N,VIIRS,n,2.0NRT,298.27,17.25,D
-0.06526,-78.48513,350.08,0.54,0.68,2026-09-17,1936,N,VIIRS,n,2.0NRT,303.21,17.25,D
-0.06419,-78.47842,334.95,0.54,0.68,2026-09-17,1936,N,VIIRS,n,2.0NRT,304.26,28.15,D
-0.06033,-78.49455,352.3,0.54,0.68,2026-09-17,1936,N,VIIRS,n,2.0NRT,302.37,35.46,D
-0.05952,-78.48946,348.79,0.54,0.68,2026-09-17,1936,N,VIIRS,n,2.0NRT,295.08,35.46,D
-0.05281,-78.48772,353.53,0.54,0.68,2026-09-17,1936,N,VIIRS,n,2.0NRT,302.23,32.29,D
-0.05188,-78.48189,367,0.54,0.68,2026-09-17,1936,N,VIIRS,h,2.0NRT,301.64,32.29,D
-0.04598,-78.48516,357.45,0.54,0.68,2026-09-17,1936,N,VIIRS,l,2.0NRT,284.43,30.45,D
-0.0452,-78.48033,355.98,0.54,0.68,2026-09-17,1936,N,VIIRS,l,2.0NRT,285.45,18.69,D
